CardNumber,PlayerName,Type,Rarity
B-1,Ryan Bednard,Base,1 - Common
B-2,Hunter Vorva,Base,1 - Common
B-3,Rok Stojanovic,Base,1 - Common
B-4,Luca Sheldon,Base,1 - Common
B-5,Bradley Bowering,Base,1 - Common
B-6,Ben Brown,Base,1 - Common
B-7,Davis Bunz,Base,1 - Common
B-8,Zsombor Garát,Base,1 - Common
B-9,Jaakko Niskala,Base,1 - Common
B-10,Matt Spencer,Base,1 - Common
B-11,Josh Tetlow,Base,1 - Common
B-12,Quinn Wichers,Base,1 - Common
B-13,Cooper Zech,Base,1 - Common
B-14,Oliver Endicott,Base,1 - Common
B-15,Thomas Palmer,Base,1 - Common
B-16,Matt Alfaro,Base,1 - Common
AB-1,Danny Stewart,Alt Base,1 - Common
AB-2,Linton Grant,Alt Base,1 - Common
AB-3,Reid Stefanson,Alt Base,1 - Common
AB-4,Hugo Roy,Alt Base,1 - Common
AB-5,Otto Nieminen,Alt Base,1 - Common
AB-6,Logan Neilson,Alt Base,1 - Common
AB-7,Kristoff Kontos,Alt Base,1 - Common
AB-8,Jordan Kelsall,Alt Base,1 - Common
AB-9,Sam Herr,Alt Base,1 - Common
AB-10,Didrik Henbrant,Alt Base,1 - Common
AB-11,Mitch Fossier,Alt Base,1 - Common
AB-12,Tim Doherty,Alt Base,1 - Common
AB-13,Ollie Betteridge,Alt Base,1 - Common
AB-14,Adam Berg,Alt Base,1 - Common
AB-15,Matt Alfaro,Alt Base,1 - Common
AB-16,Thomas Palmer,Alt Base,1 - Common
CL,Checklist,Checklist,1 - Common
CC-1,Logan Neilson,Canvas,2 - Uncommon
CC-2,Kristoff Kontos,Canvas,2 - Uncommon
CC-3,Sam Herr,Canvas,2 - Uncommon
CC-4,Matt Spencer,Canvas,2 - Uncommon
CC-5,Hugo Roy,Canvas,2 - Uncommon
CC-6,Ryan Bednard,Canvas,2 - Uncommon
PT-1,Otto Nieminen,Portrait,2 - Uncommon
PT-2,Ollie Betteridge,Portrait,2 - Uncommon
PT-3,Jordan Kelsall,Portrait,2 - Uncommon
PT-4,Didrik Henbrant,Portrait,2 - Uncommon
PS-1,Kristoff Kontos,Poster,2 - Uncommon
PS-2,Matt Spencer,Poster,2 - Uncommon
PS-3,Sam Herr,Poster,2 - Uncommon
PS-4,Logan Neilson,Poster,2 - Uncommon
FF-1,Sam Herr,Fan Faves,2 - Uncommon
FF-2,Logan Neilson,Fan Faves,2 - Uncommon
PM-1,Kristoff Kontos,Playmaker,2 - Uncommon
SH-1,Sam Herr,Sharpshooter,2 - Uncommon
SP-1,Reid Stefanson,Spectrum,4 - Ultra Rare
SP-2,Jaakko Niskala,Spectrum,4 - Ultra Rare
AS-1,Sam Herr,All Star,3 - Rare
AS-2,Kristoff Kontos,All Star,3 - Rare
OW-1,Logan Neilson,Ones To Watch,3 - Rare
HS-1,Jordan Kelsall,Hot Shots,2 - Uncommon
SS-1,Ryan Bednard,Signature Series,3 - Rare
SS-2,Davis Bunz,Signature Series,3 - Rare
SS-3,Quinn Wichers,Signature Series,3 - Rare
SS-4,Didrik Henbrant,Signature Series,3 - Rare
SS-5,Kristoff Kontos,Signature Series,3 - Rare
SS-6,Reid Stefanson,Signature Series,3 - Rare
LD-1,Herr Tetlow Roy Betteridge,Leadership,4 - Ultra Rare
EA-1,Adam Berg,Exclusive Autos,4 - Ultra Rare
EA-2,Luca Sheldon,Exclusive Autos,4 - Ultra Rare
EH-1,Josh Tetlow,Exceptional Hits,4 - Ultra Rare
EH-2,Rok Stojanovic,Exceptional Hits,4 - Ultra Rare
